Doctor Name,Qualifications,Specializations,Experience,Clinic Address,City,Consultation Fee,,
Dr. Ajay Agrawal,"DDVL, MBBS","Dermatologist, Aesthetic Dermatologist, Cosmetologist",12 Years Experience Overall  (5 years as specialist),"Seepat Road, Sarkanda, Landmark: Beside HDFC Bank, In front of Mosaji Honda, Bilaspur",Bilaspur,200,,
Dr. Smriti Choudhary,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist",9 Years Experience Overall  (4 years as specialist),"181, Cooperative Colony, Bokaro",Bokaro,500,,
Mr. Dharmendra Kumar. L,"MD - Dermatology , Venereology & Leprosy","Dermatologist, Venereologist",16 Years Experience Overall  (12 years as specialist),"Plot No JB-12., Landmark: Behind Jeetendra Cinema, Bokaro",Bokaro,400,,
Dr. Akhil Shah,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist",22 Years Experience Overall  (12 years as specialist),"Gandhi Chowk ,Opposite KUNDAN SWEETS, Landmark: Opposite Kundan Sweets, Burhanpur",Burhanpur,300,,
Dr. Kinnor Das,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist, Venereologist, HIV Specialist",7 Years Experience Overall  (2 years as specialist),"Farmax,  Oppsite to West Krishnacharan Road, Rangirkhari, Cachar",Cachar,300,,
Dr. Jyoti Kumari,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,3 Years Experience Overall  (1 year as specialist),"Hailakandi Road., Landmark: Opposite  Gracewell Hospital., Cachar",Cachar,400,,
Dr. Kuntal Deb Barma,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,19 Years Experience Overall  (11 years as specialist),"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Suruchi Garg,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist, Dermatosurgeon, Trichologist",25 Years Experience Overall  (16 years as specialist),"SCO 44-45, Sector 9D, Madhya Marg, Landmark: Above PNB, Chandigarh",Chandigarh,800,,
Dr. Sunil Kumar S,"MBBS, MD - (Dermatology & STD)",Hair Transplant Surgeon,20 Years Experience Overall  (11 years as specialist),"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Priyanka Prakash,"MBBS, DVD","Dermatologist, Cosmetologist",16 Years Experience Overall  (15 years as specialist),"SCO 6 , First Floor, Landmark: Next to Fiorio Salon, Chandigarh",Chandigarh,500,,
Dr. Ritika Khanna,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,9 Years Experience Overall  (4 years as specialist),"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Roby Bose,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,17 Years Experience Overall,"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Nishat Fatima,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,13 Years Experience Overall  (1 year as specialist),"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Deepak Chaudhary,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,17 Years Experience Overall,"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Dinesh Bhoye,"MBBS, MS - General Surgery, Masters in Clinical Dermatology",Hair Transplant Surgeon,13 Years Experience Overall  (1 year as specialist),"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Sambhav Upadhyay,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,8 Years Experience Overall  (1 year as specialist),"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Geeta Garg,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Pediatric Dermatologist, Dermatosurgeon, Cosmetologist",24 Years Experience Overall  (22 years as specialist),"SCO-159, First Floor, Landmark: Adjacent to Indian Jewellers, Chandigarh",Chandigarh,600,,
Dr. Monika Mittal,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Pediatric Dermatologist",28 Years Experience Overall  (21 years as specialist),"S.C.O. 250, Opposite Canara Bank, Block-C Apartments, Landmark: Near FX Gym, Chandigarh",Chandigarh,500,,
Dr. Aditi Jha,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,15 Years Experience Overall  (11 years as specialist),"SCO 325, Ground Floor, Chandigarh",Chandigarh,500,,
Dr. Naiya Bansal,"MBBS, DNB - Dermatology & Venereology","Aesthetic Dermatologist, Dermatosurgeon, Hair Transplant Surgeon, Cosmetologist",15 Years Experience Overall  (14 years as specialist),"SCO 325, 1ST FLOOR, SECTOR 40-D, Landmark: Opposite kisan mandi ground, Chandigarh",Chandigarh,500,,
Dr. Sanjeev Paria,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,11 Years Experience Overall  (10 years as specialist),"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Altamash Zubair,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,10 Years Experience Overall  (6 years as specialist),"First Floor, SCO 147-148, Landmark: Near Bandhan Bank, Chandigarh",Chandigarh,1000,,
Dr. Riju Paul Singh Dahiya,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,13 Years Experience Overall  (8 years as specialist),"Number 68-69, Ground Floor, Sector 8C, Madhya Marg, Landmark: Near Hindustan Times Office, Chandigarh",Chandigarh,500,,
Dr. R. Sowmiya,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist",22 Years Experience Overall  (12 years as specialist),"1, Thiruvalluvar Salai, Kongu Nagar, Mogappair, Mogappair East, Chennai, Tamil Nadu 600037, Landmark: Next to Reliance Trends, Chennai",Chennai,400,,
Dr. B.Sindhu Raaghavi,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist",14 Years Experience Overall  (9 years as specialist),"320A / 47A, Velachery Main Road, Landmark: Opposite Ceebros Orchid & Near  J7 Police Station, Chennai",Chennai,700,,
Dr. Ariganesh,"MBBS, MD - Dermatology , Venereology & Leprosy","Hair Transplant Surgeon, Trichologist, Dermatologist, Cosmetologist",17 Years Experience Overall  (10 years as specialist),"150, 2nd floor,st.thomas building, luz church road, above pnb, Landmark: Meenakshi hospital, Chennai",Chennai,500,,
Dr. Sasikumar Muthu,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery","Plastic Surgeon, Cosmetologist, Hair Transplant Surgeon",22 Years Experience Overall  (13 years as specialist),"Number 16/24, TTK Road, 1st Cross Street, Landmark: Near Liberty High Scans, Chennai",Chennai,1500,,
Dr. Sukanya Mathupal,"MBBS, Diploma in Otorhinolaryngology (DLO), MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Pediatric Dermatologist, Trichologist",24 Years Experience Overall  (8 years as specialist),"7 , CLC Works Road, Chennai",Chennai,600,,
Dr. Bhuvanashree N,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Cosmetologist",10 Years Experience Overall  (3 years as specialist),"5 Indra Nagar 1st Main Road Adyar, Landmark: Opposite To Iob Bank Indra Nagar Branch, Chennai",Chennai,700,,
Dr. Col Rajagopal A,"MBBS, MD - Dermatology and Venerology, DVD",Dermatologist,62 Years Experience Overall  (48 years as specialist),"21/22 Greams Lane, Thousand Lights, Off Greams Road, Landmark: Near Asan Memorial Senior Secondary School, Chennai",Chennai,1000,,
Dr. Jyothsna,"MBBS, DDVL","Dermatologist, Aesthetic Dermatologist, Cosmetologist, Trichologist, Dermatosurgeon, Pediatric Dermatologist",13 Years Experience Overall  (11 years as specialist),"CURVES CLINIC  G1 Ground floor, Veena Vihar,  No.3A/15 Arunachalam Rd, , Landmark: Behind Apple Mobile  store& Parthas Driving School , Opposite Aabil palace, Chennai",Chennai,800,,
Dr. Syed Shakeel,"MBBS, D.V.D (Skin & STD)","Dermatologist, Venereologist",32 Years Experience Overall  (26 years as specialist),"6/14 Bank Street Kilpauk , Chennai",Chennai,500,,
Dr. Azra Fatima N,"MBBS, DDVL","Dermatologist, Trichologist, Hair Transplant Surgeon",11 Years Experience Overall  (6 years as specialist),"New Number 53, Old Number 26, Sai Bhavanam, 2nd Cross Street Ground Floor, Gandhi Nagar, Adyar, Chennai, Landmark: Beside Mc Donald's and Axis Bank, Chennai",Chennai,700,,
Dr. T Rajinikanth,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery, Fellowship in Aesthetic Medicine (FAM)","Hair Transplant Surgeon, Plastic Surgeon",22 Years Experience Overall  (13 years as specialist),"G17,Gems Court, Khader Nawaz Khan Road, Landmark: Opposite Page 3, Chennai",Chennai,1500,,
Dr. Kutti Sai Swetha,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist",8 Years Experience Overall  (3 years as specialist),"190/2A1A, 1st Floor, Raj Towers,  Rajiv Gandhi Salai, IT Highway, Landmark: Next to Satyabhama University, Chennai",Chennai,500,,
Dr. Cordelia Babitha,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist, Venereologist",19 Years Experience Overall  (8 years as specialist),"36/1; RBI Quarters, 7th Cross Street, Landmark: Near Post Office, Chennai",Chennai,800,,
Dr. Senthil Sivaprakasam,"MBBS, MD - Dermatology","Dermatologist, Aesthetic Dermatologist, Cosmetologist",19 Years Experience Overall  (8 years as specialist),"New Number 60, Old Number 37, Ormes Road, Chennai",Chennai,600,,
Dr. Rajeshwari,"MBBS, MD - Dermatology , Venereology & Leprosy","Hair Transplant Surgeon, Dermatologist, Cosmetologist",21 Years Experience Overall  (12 years as specialist),"40, S W Boag Rd, CIT Nagar West, T. Nagar, Chennai, Tamil Nadu 600017, Landmark: Above Bandhan bank, CIT NAGAR, Chennai",Chennai,750,,
Dr. Lakshmi M,"MBBS, DDVL","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",20 Years Experience Overall  (14 years as specialist),"Number 221, TBR Tower, 1st Floor, Y Block, 2nd Avenue, Landmark: Above Starbucks, Chennai",Chennai,700,,
Dr. Meenakshi M,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",12 Years Experience Overall  (6 years as specialist),"65, 2nd Floor, Flat Numbers 2A & 2B, KG Business Center, TTK Road, Landmark: Next to Fab India, Chennai",Chennai,700,,
Dr. Shankari Jeyakumar,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Venereologist, Dermatosurgeon",14 Years Experience Overall  (9 years as specialist),"No 4/170,first floor, kr building,omr,egattur,, Landmark: Opp to Hiranandani, Chennai",Chennai,700,,
Dr. Lakshmi Durga M,"MBBS, DDVL","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",19 Years Experience Overall  (13 years as specialist),"Number 221, TBR Tower, 1st Floor, Y Block, 2nd Avenue, Landmark: Above Starbucks, Chennai",Chennai,700,,
Dr. Snehalatha,"DDVL, MBBS","Cosmetologist, Dermatologist, Venereologist",19 Years Experience Overall  (8 years as specialist),"Number:10A, Kambar Street, Landmark: Next to Christudas Hospital, Chennai",Chennai,850,,
Dr. Sathya Narayanan,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Immunodermatologist, Pediatric Dermatologist, Dermatosurgeon",14 Years Experience Overall  (9 years as specialist),"43, Red Hills Road, Vinayagapuram, Chennai",Chennai,900,,
Dr. Katheeja Nasika,"MBBS, DNB - Dermatology, Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist",7 Years Experience Overall  (2 years as specialist),"7 , CLC Works Road, Chennai",Chennai,600,,
Dr. Ganga Ravikumar,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Cosmetologist",34 Years Experience Overall  (33 years as specialist),"60/D , 1st Floor , Ashwin Arcade , Venkatarathinam Nagar, Landmark: Near to Honda Show Room and Opposite To Vinayagar Kovil, Chennai",Chennai,800,,
Dr. Sai Preethi,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Pediatric Dermatologist",9 Years Experience Overall  (3 years as specialist),"New Number 3/1, Old Number 2, 1st Floor, 5th Street, Tansi Nagar, Landmark: Above Ibaco, Chennai",Chennai,500,,
Dr. Nivethitha S,"MBBS, DDVL","Dermatologist, Aesthetic Dermatologist, Trichologist, Cosmetologist, Hair Transplant Surgeon",8 Years Experience Overall  (4 years as specialist),"65, 2nd Floor, Flat Numbers 2A & 2B, KG Business Center, TTK Road, Landmark: Next to Fab India, Chennai",Chennai,700,,
Dr. Suryaprabha P,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",11 Years Experience Overall  (5 years as specialist),"New Number 53, Old Number 26, Sai Bhavanam, 2nd Cross Street Ground Floor, Gandhi Nagar, Adyar, Chennai, Landmark: Beside Mc Donald's and Axis Bank, Chennai",Chennai,700,,
Dr. A.Sivakumar,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon, Bariatric Surgeon, Plastic Reconstruction Surgeon",30 Years Experience Overall  (23 years as specialist),"815/306, Poonamalle High Road, Landmark: Opposite Kilpauk Medical College, Chennai",Chennai,1000,,
Dr. Prof.Venugopal Reddy,"MBBS, MD - Dermatology","Dermatologist, Cosmetologist",30 Years Experience Overall  (23 years as specialist),"21/22 Greams Lane, Thousand Lights, Off Greams Road, Landmark: Near Asan Memorial Senior Secondary School, Chennai",Chennai,1000,,
Dr. Kuntal Deb Barma,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,19 Years Experience Overall  (11 years as specialist),"28/118, 2nd Floor, Sheriff Towers ,  GN Chetty Road, Chennai",Chennai,1000,,
Dr. Nivedita Raveendran,"MD - Dermatology , Venereology & Leprosy, MBBS","Aesthetic Dermatologist, Dermatologist, Cosmetologist",10 Years Experience Overall  (4 years as specialist),"Number 1, 3rd Cross Street, RRN Towers, Shastri Nagar, Chennai",Chennai,600,,
Dr. Vignesh Karthick,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,12 Years Experience Overall  (6 years as specialist),"72, Nelson Manickam Road, Aminjikarai, Chennai",Chennai,800,,
Dr. Sree Charan R.J,"MBBS, DNB - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,18 Years Experience Overall  (7 years as specialist),"Number 4/833, GNT Road, Padiyanallur, Chennai",Chennai,500,,
Dr. Aarthi Lakshmanan,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist",21 Years Experience Overall  (14 years as specialist),"No. 32B, 1st Floor, Kasthuri Avenue, Landmark: Heaven Greens Supermarket, Chennai",Chennai,850,,
Dr. Bharathi R,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery","Plastic Surgeon, Hair Transplant Surgeon, Burn Surgeon, Plastic Reconstruction Surgeon, Cosmetologist",18 Years Experience Overall  (7 years as specialist),"8, Heritage Vijayendra Nagar Phase 2,Telephone Nagar Main Road, Landmark: Green Acres Road-Monford School, Chennai",Chennai,500,,
Dr. Hari Priya A,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",8 Years Experience Overall  (4 years as specialist),"Number 221, TBR Tower, 1st Floor, Y Block, 2nd Avenue, Landmark: Above Starbucks, Chennai",Chennai,700,,
Dr. Selva Seetha Raman,"MBBS, DNB - General Surgery, MCh - Plastic & Reconstructive Surgery, DNB - Plastic Surgery, MS - General Surgery","Plastic Surgeon, General Surgeon, Plastic Reconstruction Surgeon",20 Years Experience Overall  (16 years as specialist),"1051, Amaravathi Nagar, Poonamallee High Road, Landmark: Near Megamart, Chennai",Chennai,500,,
Dr. Tejaswi Cherukuri,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist",11 Years Experience Overall  (5 years as specialist),"Number 38, Saraswathi Nagar, Pandian Salai, Landmark: Suryoday Bank, Chennai",Chennai,600,,
Dr. Chandan,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,24 Years Experience Overall  (15 years as specialist),"11/3, 5A3, Cenotaph 1st Street, Landmark: Opposite Japanese Embassy, Chennai",Chennai,1500,,
Dr. A Dhanikachalam,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,46 Years Experience Overall  (38 years as specialist),"264/1, Poonamallee High Road, Landmark: Near Kilpauk Metro, Chennai",Chennai,500,,
Dr. G. Manokaran,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,46 Years Experience Overall  (39 years as specialist),"21/22 Greams Lane, Thousand Lights, Off Greams Road, Landmark: Near Asan Memorial Senior Secondary School, Chennai",Chennai,1000,,
Dr. Ganapathy Krishnan,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,38 Years Experience Overall  (29 years as specialist),"21/22 Greams Lane, Thousand Lights, Off Greams Road, Landmark: Near Asan Memorial Senior Secondary School, Chennai",Chennai,600,,
Dr. Ramanan,"MBBS, MD - Dermatology , Venereology & Leprosy, Diploma in Dermatology",Dermatologist,51 Years Experience Overall  (46 years as specialist),"12, C P Ramaswamy Road., Landmark: Near to Fly Over, Chennai",Chennai,500,,
Dr. A M Jayaraman,"MBBS, MD - Dermatology, Diploma in Dermatology",Dermatologist,48 Years Experience Overall  (38 years as specialist),"New Number-6, Old Number-24, Cenotaph Road, Landmark: Near Hotel Rain Tree, Chennai",Chennai,1000,,
Dr. Selvam,"MBBS, Diploma in Child Health (DCH), MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,35 Years Experience Overall  (16 years as specialist),"Plot No, 64, Vanagaram-Ambattur Rd, Ayanambakkam, Ambattur Industrial Estate, Chennai, Tamil Nadu, Landmark: Near Schram Academy, Chennai",Chennai,800,,
Dr. K R Sharmatha,"MBBS, DDVL","Dermatologist, Cosmetologist, Venereologist",15 Years Experience Overall  (9 years as specialist),"1, Jawaharlal Nehru Road, 100 Feet Road, Landmark: Next to Vadapalani Metro Station, Chennai",Chennai,800,,
Dr. Subhashini Mohan,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Pediatric Dermatologist, Aesthetic Dermatologist, Dermatosurgeon",18 Years Experience Overall  (11 years as specialist),"12, C P Ramaswamy Road., Landmark: Near to Fly Over, Chennai",Chennai,700,,
Dr. K Uma Maheswari,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Hair Transplant Surgeon",22 Years Experience Overall  (13 years as specialist),"G1,  W- 614, 5 th Street, Landmark: Near SBOA School, Chennai",Chennai,750,,
Dr. Divya Vijayaraghavan,"MBBS, DDVL","Cosmetologist, Dermatologist, Aesthetic Dermatologist",17 Years Experience Overall  (13 years as specialist),"815/306, Poonamalle High Road, Landmark: Opposite Kilpauk Medical College, Chennai",Chennai,800,,
